candidate_oracle_evidence_id,candidate_oracle_label,candidate_oracle_score,extraction_oracle_evidence_id,extraction_oracle_label,extraction_oracle_score,fact_id,loss_stage,mode,source_doc_id,source_oracle_evidence_id,source_oracle_label,source_oracle_score,top10_label,top1_label,top3_label,top5_label
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|carbon felt|thermal treatment of carbon felt at 400-500 C,PARTIALLY_SUPPORTED,0.4545,All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|carbon felt|thermal treatment of carbon felt at 400-500 C,PARTIALLY_SUPPORTED,0.4545,DOC10-FACT-016,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.4545,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|carbon felt|thermal treatment of carbon felt at 400-500 C,UNSUPPORTED,0.4286,All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,UNSUPPORTED,0.4286,DOC10-FACT-017,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,UNSUPPORTED,0.4286,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br),UNSUPPORTED,0.2,All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,UNSUPPORTED,0.2,DOC10-FACT-018,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,UNSUPPORTED,0.25,All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,UNSUPPORTED,0.25,DOC10-FACT-019,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,UNSUPPORTED,0.4167,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|carbon felt|thermal treatment of carbon felt at 400-500 C,PARTIALLY_SUPPORTED,0.6,All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,PARTIALLY_SUPPORTED,0.6,DOC10-FACT-020,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.6,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
membrane:nafion_117|membrane:nafion_212,UNSUPPORTED,0.4,membrane:nafion_117|membrane:nafion_212,UNSUPPORTED,0.4,DOC01-FACT-001,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,UNSUPPORTED,0.4,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:cycle_number_0_08_percentpercycle|condition:cycle_number_0_18_percentpercycle|membrane:nafion_117|membrane:nafion_212,PARTIALLY_SUPPORTED,0.6,condition:cycle_number_0_08_percentpercycle|condition:cycle_number_0_18_percentpercycle|membrane:nafion_117|membrane:nafion_212,PARTIALLY_SUPPORTED,0.6,DOC01-FACT-002,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,0.6,PARTIALLY_SUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.2857,condition:temperature_25_c|unresolved:single_cell_vrfb,UNSUPPORTED,0.2857,DOC01-FACT-003,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,UNSUPPORTED,0.2857,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.25,condition:temperature_25_c|unresolved:single_cell_vrfb,UNSUPPORTED,0.25,DOC01-FACT-004,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.2222,condition:temperature_25_c|unresolved:single_cell_vrfb,UNSUPPORTED,0.2222,DOC01-FACT-005,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,UNSUPPORTED,0.4444,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.2857,condition:temperature_25_c|unresolved:single_cell_vrfb,UNSUPPORTED,0.2857,DOC01-FACT-006,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,UNSUPPORTED,0.2857,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
active_species:tempo|condition:current_density_100_ma_cm2|measurement:ce_96_8_percent|measurement:ee_80_2_percent|membrane:nafion_117|unresolved:methyl_viologen_mv,UNSUPPORTED,0.2727,membrane:nafion_117|membrane:nafion_212,UNSUPPORTED,0.2727,DOC01-FACT-007,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,UNSUPPORTED,0.2727,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.3333,membrane:nafion_117|membrane:nafion_212,UNSUPPORTED,0.3333,DOC01-FACT-008,rerank_or_topk,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,1.0,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:acid_concentration_3_mol_l|condition:charge_cutoff_voltage|condition:current_density_80_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume_per_half_cell|condition:flow_rate_40_ml_min|condition:vanadium_concentration_1_5_mol_l|electrode:graphite_composite_bipolar_plates|membrane:nafion_117|system:bio_logic_vmp_300_potentiostat_galvanostat|system:peristaltic_pumps|system:programmable_circulating_water_bath|unresolved:graphite_felt_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.3333,membrane:nafion_117|membrane:nafion_212,UNSUPPORTED,0.3333,DOC01-FACT-009,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,1.0,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:temperature_25_c|condition:temperature_2_1eminus_07_cm2s|condition:temperature_3_8eminus_07_cm2s|condition:temperature_40_c|condition:temperature_60_c|condition:temperature_6_5eminus_07_cm2s,PARTIALLY_SUPPORTED,0.6,condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,PARTIALLY_SUPPORTED,0.6,DOC01-FACT-010,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,0.6,PARTIALLY_SUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.4,condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.4,DOC01-FACT-011,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,0.8,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:cycle_number_0_08_percentpercycle|condition:cycle_number_0_18_percentpercycle|membrane:nafion_117|membrane:nafion_212,PARTIALLY_SUPPORTED,0.75,condition:cycle_number_0_08_percentpercycle|condition:cycle_number_0_18_percentpercycle|membrane:nafion_117|membrane:nafion_212,PARTIALLY_SUPPORTED,0.75,DOC01-FACT-012,ranking_degradation,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,1.0,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
degradation:capacity_fading|degradation:degradation_of_membrane_and_electrode_materials|degradation:electrolyte_imbalance|degradation:local_hotspots|degradation:self_discharge_reaction|degradation:vanadium_crossover,PARTIALLY_SUPPORTED,0.5,degradation:self_discharge_reaction|degradation:vanadium_crossover,PARTIALLY_SUPPORTED,0.5,DOC01-FACT-013,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,0.5,PARTIALLY_SUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
condition:cycle_number_0_08_percentpercycle|condition:cycle_number_0_18_percentpercycle|membrane:nafion_117|membrane:nafion_212,UNSUPPORTED,0.4444,condition:cycle_number_0_08_percentpercycle|condition:cycle_number_0_18_percentpercycle|membrane:nafion_117|membrane:nafion_212,UNSUPPORTED,0.4444,DOC01-FACT-014,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,0.5556,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,PARTIALLY_SUPPORTED,0.5,condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,PARTIALLY_SUPPORTED,0.5,DOC01-FACT-015,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,0.6667,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
active_species:acetonitrile|active_species:tempo|active_species:tetraethylammonium_tetrafluoroborate|condition:current_density_100_ma_cm2|measurement:ce_98_2_percent|measurement:ee_84_3_percent|membrane:nafion_117,UNSUPPORTED,0.3333,membrane:nafion_117|membrane:nafion_212,UNSUPPORTED,0.3333,DOC01-FACT-016,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,0.6667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
membrane:nafion_117|membrane:nafion_212,PARTIALLY_SUPPORTED,0.75,membrane:nafion_117|membrane:nafion_212,PARTIALLY_SUPPORTED,0.75,DOC01-FACT-017,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,1.0,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
membrane:nafion_117|membrane:nafion_212,PARTIALLY_SUPPORTED,0.75,membrane:nafion_117|membrane:nafion_212,PARTIALLY_SUPPORTED,0.75,DOC01-FACT-018,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,1.0,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
membrane:nafion_117|metric:membrane_thickness_nafion_117,UNSUPPORTED,0.2,membrane:nafion_117|membrane:nafion_212,UNSUPPORTED,0.2,DOC01-FACT-019,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,UNSUPPORTED,0.2,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
membrane:nafion_212|metric:membrane_thickness_nafion_212,UNSUPPORTED,0.2,membrane:nafion_117|membrane:nafion_212,UNSUPPORTED,0.2,DOC01-FACT-020,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,UNSUPPORTED,0.2,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.4,condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.4,DOC01-FACT-021,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,UNSUPPORTED,0.4,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:acid_concentration_3_mol_l|condition:charge_cutoff_voltage|condition:current_density_80_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume_per_half_cell|condition:flow_rate_40_ml_min|condition:vanadium_concentration_1_5_mol_l|electrode:graphite_composite_bipolar_plates|membrane:nafion_117|system:bio_logic_vmp_300_potentiostat_galvanostat|system:peristaltic_pumps|system:programmable_circulating_water_bath|unresolved:graphite_felt_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.4,condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.4,DOC01-FACT-022,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,UNSUPPORTED,0.4,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
active_species:9_10_anthraquinone_2_7_disulfonic_acid_aqds|active_species:tempo|condition:cycle_number_0_018_percentcycle|condition:cycle_number_0_025_percentcycle|condition:cycle_number_0_02_percentcycle|condition:cycle_number_0_045_percentcycle|condition:cycle_number_0_055_percentcycle|condition:electrolyte_concentration_50_ppm|unresolved:methyl_viologen_mv|unresolved:propylsulfonate_functionalized_viologen_psv,PARTIALLY_SUPPORTED,0.5,membrane:nafion_117|membrane:nafion_212,PARTIALLY_SUPPORTED,0.5,DOC01-FACT-023,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,1.0,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
membrane:nafion_117|membrane:nafion_212,UNSUPPORTED,0.3333,membrane:nafion_117|membrane:nafion_212,UNSUPPORTED,0.3333,DOC01-FACT-024,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.4,condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.4,DOC01-FACT-025,retrieved,hyper_final,DOC01,chunk-hyperrag-DOC01,UNSUPPORTED,0.4,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59|metric:vanadium_permeability_of_pbi|metric:vanadium_permeability_of_snpbi_1_42|metric:vanadium_permeability_of_sptpc_2_59|unresolved:vanadium_permeability_of_speek_apk,UNSUPPORTED,0.2,membrane:snpbi_1_42|unresolved:fuming_sulfuric_acid,UNSUPPORTED,0.2,DOC02-FACT-001,benchmark_or_judge,hyper_final,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.0,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59|metric:vanadium_permeability_of_pbi|metric:vanadium_permeability_of_snpbi_1_42|metric:vanadium_permeability_of_sptpc_2_59|unresolved:vanadium_permeability_of_speek_apk,UNSUPPORTED,0.2,active_species:4_4_dichloro_3_3_disulfonylterphenylene|membrane:sptpc_2_59,UNSUPPORTED,0.2,DOC02-FACT-002,benchmark_or_judge,hyper_final,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.0,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
membrane:pbi|metric:vanadium_permeability_of_pbi,UNSUPPORTED,0.25,active_species:dimethylacetamide|membrane:pbi,UNSUPPORTED,0.25,DOC02-FACT-003,retrieved,hyper_final,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.25,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59|metric:vanadium_permeability_of_pbi|metric:vanadium_permeability_of_snpbi_1_42|metric:vanadium_permeability_of_sptpc_2_59|unresolved:vanadium_permeability_of_speek_apk,UNSUPPORTED,0.2,active_species:n_methyl_2_pyrrolidone_nmp|membrane:speek_apk,UNSUPPORTED,0.2,DOC02-FACT-004,benchmark_or_judge,hyper_final,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.0,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:active_area|condition:charge_cutoff_voltage|condition:current_density_100_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume|condition:flow_rate_40_ml_min|membrane:nafion_117|system:battery_cycler|system:peristaltic_pumps,UNSUPPORTED,0.25,membrane:snpbi_1_42|unresolved:fuming_sulfuric_acid,UNSUPPORTED,0.125,DOC02-FACT-005,retrieved,hyper_final,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.125,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:active_area|condition:charge_cutoff_voltage|condition:current_density_100_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume|condition:flow_rate_40_ml_min|membrane:nafion_117|system:battery_cycler|system:peristaltic_pumps,UNSUPPORTED,0.2857,active_species:4_4_dichloro_3_3_disulfonylterphenylene|membrane:sptpc_2_59,UNSUPPORTED,0.1429,DOC02-FACT-006,retrieved,hyper_final,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.2857,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:active_area|condition:charge_cutoff_voltage|condition:current_density_100_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume|condition:flow_rate_40_ml_min|membrane:nafion_117|system:battery_cycler|system:peristaltic_pumps,UNSUPPORTED,0.3333,membrane:snpbi_1_42|unresolved:fuming_sulfuric_acid,UNSUPPORTED,0.1667,DOC02-FACT-007,retrieved,hyper_final,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.1667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:active_area|condition:charge_cutoff_voltage|condition:current_density_100_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume|condition:flow_rate_40_ml_min|membrane:nafion_117|system:battery_cycler|system:peristaltic_pumps,UNSUPPORTED,0.3333,active_species:4_4_dichloro_3_3_disulfonylterphenylene|membrane:sptpc_2_59,UNSUPPORTED,0.1667,DOC02-FACT-008,retrieved,hyper_final,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.1667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
